period_start,period_end,hospital_code,hospital,triage_category,measure_code,measure_name,measure_alias,value,units,source,fetched_utc
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],All patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,58562.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],Emergency,MYH0012,Number of patients presenting to the emergency department,presentations_count,7760.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],Non-Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,4019.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],Not subsequently admitted patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,35305.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],Resuscitation,MYH0012,Number of patients presenting to the emergency department,presentations_count,322.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],Semi-Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,23304.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],Subsequently admitted patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,23257.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,23156.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],All patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,480.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],Not subsequently admitted patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,376.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],Subsequently admitted patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,635.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],All patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,206.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],Not subsequently admitted patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,171.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0332,Maroondah Hospital [East Ringwood],Subsequently admitted patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,249.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,All patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,79.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Emergency,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,71.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Non-Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,95.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Not subsequently admitted patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,83.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Resuscitation,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,59.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Semi-Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,82.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Subsequently admitted patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,69.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,75.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Emergency,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,83.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Non-Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,91.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Resuscitation,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,100.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Semi-Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,84.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,82.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Emergency,MYH0011,Number of patients presenting to the emergency department,presentations_count,5460.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Non-Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,1177.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Resuscitation,MYH0011,Number of patients presenting to the emergency department,presentations_count,180.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Semi-Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,18778.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,13282.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,All patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,40526.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Emergency,MYH0012,Number of patients presenting to the emergency department,presentations_count,5477.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Non-Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,1400.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Not subsequently admitted patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,28246.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Resuscitation,MYH0012,Number of patients presenting to the emergency department,presentations_count,180.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Semi-Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,19974.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Subsequently admitted patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,12280.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,13495.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,All patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,352.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Not subsequently admitted patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,304.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Subsequently admitted patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,453.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,All patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,180.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Not subsequently admitted patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,157.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2018-07-01,2019-06-30,H0333,Angliss Hospital,Subsequently admitted patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,224.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,All patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,55.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Emergency,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,49.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Non-Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,90.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Not subsequently admitted patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,70.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Resuscitation,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,51.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Semi-Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,61.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Subsequently admitted patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,36.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,46.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Emergency,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,84.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Non-Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,92.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Resuscitation,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,100.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Semi-Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,85.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,83.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Emergency,MYH0011,Number of patients presenting to the emergency department,presentations_count,10360.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Non-Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,3290.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Resuscitation,MYH0011,Number of patients presenting to the emergency department,presentations_count,457.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Semi-Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,21183.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,31514.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,All patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,69857.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Emergency,MYH0012,Number of patients presenting to the emergency department,presentations_count,10378.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Non-Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,4966.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Not subsequently admitted patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,37493.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Resuscitation,MYH0012,Number of patients presenting to the emergency department,presentations_count,457.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Semi-Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,22063.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Subsequently admitted patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,32364.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,31991.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,All patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,516.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Not subsequently admitted patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,375.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Subsequently admitted patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,663.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,All patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,227.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Not subsequently admitted patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,175.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0330,Box Hill Hospital,Subsequently admitted patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,295.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],All patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,59.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Emergency,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,55.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Non-Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,79.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Not subsequently admitted patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,70.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Resuscitation,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,41.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Semi-Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,64.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Subsequently admitted patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,42.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,52.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Emergency,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,84.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Non-Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,91.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Resuscitation,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,100.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Semi-Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,84.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,82.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Emergency,MYH0011,Number of patients presenting to the emergency department,presentations_count,7467.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Non-Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,3570.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Resuscitation,MYH0011,Number of patients presenting to the emergency department,presentations_count,308.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Semi-Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,20947.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,21876.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],All patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,55248.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Emergency,MYH0012,Number of patients presenting to the emergency department,presentations_count,7469.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Non-Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,3755.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Not subsequently admitted patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,34132.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Resuscitation,MYH0012,Number of patients presenting to the emergency department,presentations_count,308.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Semi-Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,21612.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Subsequently admitted patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,21116.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,22104.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],All patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,493.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Not subsequently admitted patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,398.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Subsequently admitted patients,MYH0013,Time until most patients (90%) departed the emergency department,p90_time_departed_min,626.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],All patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,213.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Not subsequently admitted patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,179.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0332,Maroondah Hospital [East Ringwood],Subsequently admitted patients,MYH0036,Median time (50%) patients departed emergency department,median_time_departed_min,274.0,minutes,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,All patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,75.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Emergency,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,69.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Non-Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,94.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Not subsequently admitted patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,79.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Resuscitation,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,53.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Semi-Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,80.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Subsequently admitted patients,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,67.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Urgent,MYH0005,Percentage of patients who depart the emergency department within four hours of arrival,pct_depart_within_4hr,71.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Emergency,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,86.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Non-Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,95.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Resuscitation,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,100.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Semi-Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,91.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Urgent,MYH0010,Percentage of patients who commenced treatment within the recommended time,pct_seen_on_time,89.0,percent,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Emergency,MYH0011,Number of patients presenting to the emergency department,presentations_count,5236.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Non-Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,1091.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Resuscitation,MYH0011,Number of patients presenting to the emergency department,presentations_count,184.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Semi-Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,18153.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Urgent,MYH0011,Number of patients presenting to the emergency department,presentations_count,13812.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,All patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,39003.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Emergency,MYH0012,Number of patients presenting to the emergency department,presentations_count,5240.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Non-Urgent,MYH0012,Number of patients presenting to the emergency department,presentations_count,1194.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
2019-07-01,2020-06-30,H0333,Angliss Hospital,Not subsequently admitted patients,MYH0012,Number of patients presenting to the emergency department,presentations_count,26807.0,patients,AIHW MyHospitals API,2026-04-26T03:37:58Z
